0	31
5	1
15	1
16	1
21	1
25	1
27	2
29	1
30	1
35	2
36	1
42	2
47	2
50	1
52	2
55	4
57	1
61	2
63	1
64	1
66	3
68	1
72	8
73	3
77	1
78	1
83	3
84	2
88	8
94	6
100	29
